userids,tweets,tokens,nodes,edges,avg_degrees,densities,outliers,social_similarities,interactions,interactions_p,betweenness_mean,betweenness_range,closeness,country,type
896851059427205123,143661,1372068,93,577,12.4086,0.0674,13.0435,0.009,3.7493,1.8656,0.0104,0.8742,0.0011,uk,urban
969600505038233602,26969,381825,19,30,3.1579,0.0877,50.0,0.0135,1.8364,17.3636,0.0007,0.0098,0.0014,uk,urban
1337080450410549249,224,1758,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
169137835,116022,1757389,84,413,9.8333,0.0592,13.253,0.0082,3.1782,4.8723,0.0155,0.3709,0.0219,uk,urban
1098735168,19707,334330,16,42,5.25,0.175,20.0,0.0099,2.5667,0.8934,0.0417,0.6476,0.0047,uk,rural
969469676970545152,15860,241156,23,122,10.6087,0.2411,4.5455,0.03,4.5731,52.7544,0.0533,0.4252,0.0158,uk,rural
1445002986758057987,7492,98019,12,62,10.3333,0.4697,9.0909,0.0866,1.3875,3.44,0.0561,0.217,0.0282,uk,urban
2751156647,63064,1017061,47,136,5.7872,0.0629,19.5652,0.0071,8.5654,3.4585,0.0122,0.4987,0.0079,uk,rural
140563071,2957,35781,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1244179241534709761,30336,451400,24,97,8.0833,0.1757,13.0435,0.0191,3.3068,18.4,0.0248,0.284,0.0098,uk,rural
2539770375,88114,1041052,61,217,7.1148,0.0593,16.6667,0.0063,1.1875,9.9615,0.0055,0.1257,0.0078,uk,urban
1057604426192601089,32010,562270,42,421,20.0476,0.2445,9.7561,0.0444,1.3366,4.0,0.0199,0.4498,0.019,uk,rural
1167069435485724673,28552,375805,30,111,7.4,0.1276,27.5862,0.0127,1.4732,0.8471,0.0301,0.6873,0.0069,uk,urban
897821542742204416,65305,952242,107,1454,27.1776,0.1282,4.717,0.0174,1.4232,504.25,0.0108,0.5004,0.0013,uk,urban
1488126399768576000,33680,589885,37,320,17.2973,0.2402,2.7778,0.0381,1.4028,0.0,0.0268,0.2752,0.0111,uk,urban
1481161617144492035,28012,301757,14,23,3.2857,0.1264,23.0769,0.0089,10.24,7.127,0.0101,0.1314,0.009,uk,urban
821883489658294273,49400,761083,28,52,3.7143,0.0688,44.4444,0.0049,2.8167,13.0833,0.0006,0.0114,0.0016,uk,urban
1218131375934574593,295154,4455681,161,1494,18.559,0.058,5.625,0.0072,3.1343,48.5298,0.0083,0.3542,0.0142,uk,urban
1974071737,147067,2130538,101,436,8.6337,0.0432,19.0,0.0088,4.6155,0.9356,0.0134,0.4544,0.0139,uk,rural
1096588851982880768,25261,401847,16,33,4.125,0.1375,40.0,0.0124,0.5857,0.9524,0.0143,0.2,0.0149,uk,urban
1476620614970527745,26422,249719,19,87,9.1579,0.2544,22.2222,0.0238,4.5603,23.4907,0.0353,0.5601,0.0048,uk,rural
1351147609,228246,2781183,110,908,16.5091,0.0757,3.6697,0.0194,3.6877,8.2611,0.0067,0.0919,0.0008,uk,urban
1364606075836768257,10869,91188,12,27,4.5,0.2045,27.2727,0.0105,0.6,0.2,0.0561,0.4545,0.0158,uk,urban
1489007407955156992,58903,648919,34,225,13.2353,0.2005,12.1212,0.0145,6.1193,464.0667,0.0289,0.2007,0.0079,uk,urban
1367071368521670656,101409,1378694,57,267,9.3684,0.0836,21.4286,0.016,6.3298,24.0702,0.0124,0.5512,0.0046,uk,urban
4895874057,6880,125719,22,29,2.6364,0.0628,76.1905,0.0062,,0.0,0.0084,0.1857,0.0083,uk,urban
256144247,81931,1101726,46,131,5.6957,0.0633,24.4444,0.0091,2.2562,59.1667,0.0027,0.0626,0.0075,uk,urban
4927169986,13349,174871,13,21,3.2308,0.1346,50.0,0.0116,0.45,0.0,0.0286,0.2045,0.0229,uk,rural
1124853589,46880,556642,46,118,5.1304,0.057,40.0,0.011,2.634,0.7016,0.0206,0.6348,0.0228,uk,rural
1178715441956564994,101232,1452244,70,332,9.4857,0.0687,26.087,0.0082,1.9785,3.6733,0.0147,0.3161,0.0031,uk,rural
1325372863197679616,10613,92905,10,19,3.8,0.2111,66.6667,0.0089,1.4667,0.0932,0.0861,0.8611,0.0018,uk,urban
1229866358344646656,58449,477687,98,517,10.551,0.0544,15.4639,0.0107,2.2294,7.4851,0.0096,0.8965,0.0008,uk,urban
2652650356,47526,939488,22,32,2.9091,0.0693,71.4286,0.009,2.0571,0.2973,0.0113,0.2381,0.0093,uk,rural
1425672140548886531,2370,40149,4,6,3.0,0.5,0.0,0.0798,,0.0,0.0417,0.1667,0.0069,uk,rural
1259850890774810634,66,568,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1404747498799894533,1862,17076,2,1,1.0,0.5,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1078320155397144577,43028,644957,28,92,6.5714,0.1217,22.2222,0.0132,2.65,2.5333,0.0283,0.7438,0.0009,uk,urban
79961040,75403,921477,72,247,6.8611,0.0483,29.5775,0.0071,3.3658,2.2191,0.011,0.4192,0.0265,uk,urban
1890730214,6892,59747,5,8,3.2,0.4,50.0,0.0049,4.65,1.0977,0.0667,0.3333,0.0133,uk,urban
2616669177,72284,1108232,69,222,6.4348,0.0473,29.4118,0.0048,1.0667,0.7127,0.0106,0.5427,0.0111,uk,urban
766169795721134080,77444,1177367,65,328,10.0923,0.0788,23.4375,0.0181,0.9179,6.7826,0.0113,0.4957,0.006,uk,urban
1393996661429612545,55122,877768,52,269,10.3462,0.1014,3.9216,0.0117,1.9396,2.7382,0.017,0.476,0.0159,uk,urban
983273836819992576,33317,454652,40,178,8.9,0.1141,30.7692,0.0336,2.4605,0.155,0.023,0.7808,0.0034,uk,rural
2731964869,53167,868200,39,128,6.5641,0.0864,26.3158,0.0089,5.9125,0.0,0.0083,0.1516,0.0089,uk,urban
724539381751668736,123661,1619762,118,527,8.9322,0.0382,32.4786,0.0066,1.4275,94.1667,0.0084,0.4925,0.017,uk,urban
2512166865,3818,41043,7,13,3.7143,0.3095,33.3333,0.0316,0.3,0.0,0.0619,0.4333,0.0165,uk,urban
1316751788050206723,65560,488166,80,408,10.2,0.0646,17.7215,0.0109,2.5862,1.0126,0.0111,0.7933,0.0032,uk,urban
29996155,113198,1420609,103,673,13.068,0.0641,20.5882,0.0115,2.4845,1.8592,0.0098,0.6462,0.0164,uk,rural
1374042935461879812,13225,230043,12,29,4.8333,0.2197,54.5455,0.0152,2.4,0.0,0.053,0.6,0.0028,uk,rural
958380757881376769,37820,471423,31,48,3.0968,0.0516,46.6667,0.0038,0.825,0.5714,0.0001,0.0023,0.0,uk,urban
1369768368799105026,151535,1992043,67,627,18.7164,0.1418,6.0606,0.0222,4.4212,4.5019,0.0117,0.4095,0.0002,uk,rural
1121863709373210630,79760,1491397,72,662,18.3889,0.1295,1.4085,0.0204,1.8732,442.3333,0.0216,0.488,0.0138,uk,rural
20815530,149185,1997397,78,640,16.4103,0.1066,11.6883,0.0109,10.2236,2.513,0.0078,0.4862,0.0028,uk,rural
24358115,45468,716208,40,141,7.05,0.0904,12.8205,0.0072,3.7981,2.2699,0.0129,0.3495,0.0154,uk,urban
1232713584423165952,14745,345257,12,41,6.8333,0.3106,0.0,0.0429,1.6429,0.7424,0.0614,0.4394,0.0219,uk,rural
290740468,30580,524575,30,149,9.9333,0.1713,13.7931,0.0211,2.2554,28.3721,0.0326,0.4925,0.0084,uk,urban
1467110690804617222,78,536,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1268286508353687557,86094,1575160,66,608,18.4242,0.1417,9.2308,0.0226,2.1111,20.6895,0.0159,0.4493,0.0071,uk,rural
892406915451547649,74481,1376891,75,935,24.9333,0.1685,4.0541,0.0245,1.7169,9.576,0.0134,0.4565,0.0102,uk,rural
1184240944851410944,41763,520218,33,145,8.7879,0.1373,12.5,0.0189,1.739,1.6906,0.0246,0.5676,0.0205,uk,urban
576140419,32277,548586,29,43,2.9655,0.053,60.7143,0.0077,1.52,3.2222,0.0013,0.0357,0.0062,uk,urban
2274685471,141202,2029203,97,615,12.6804,0.066,25.0,0.0109,2.5108,5.5321,0.0099,0.4846,0.0122,uk,rural
3010754626,33561,389445,24,48,4.0,0.087,65.2174,0.0064,2.4619,3.9238,0.0195,0.3462,0.0141,uk,urban
19444063,50923,781848,57,223,7.8246,0.0699,21.4286,0.0103,3.3571,32.5714,0.0265,0.6011,0.0134,uk,urban
2347646560,115301,1615326,82,512,12.4878,0.0771,13.5802,0.0252,2.3525,1.9611,0.0089,0.5295,0.006,uk,rural
578984228,73635,1011111,57,142,4.9825,0.0445,30.3571,0.0047,2.5853,12.3182,0.0164,0.4359,0.0304,uk,rural
1170724057442062337,43629,630696,79,2828,71.5949,0.4589,1.2821,0.1564,1.4537,20.4648,0.0073,0.1373,0.0032,uk,urban
1141007018,109292,1711165,79,212,5.3671,0.0344,26.9231,0.0047,4.51,1.5538,0.0092,0.5298,0.0127,uk,urban
1073880229058371584,77283,1295852,138,3800,55.0725,0.201,2.9197,0.0409,1.4898,22.3865,0.0058,0.2179,0.0074,uk,rural
753609125028892672,38952,688205,33,50,3.0303,0.0473,56.25,0.0048,1.575,0.0,0.0034,0.0806,0.008,uk,urban
1424506989627969548,103010,683209,93,225,4.8387,0.0263,19.5652,0.0021,0.8466,2.6103,0.0019,0.0727,0.0084,uk,urban
1412341167048511488,69720,1182148,82,1416,34.5366,0.2132,2.4691,0.0488,1.3671,219.1,0.0117,0.1531,0.0057,uk,rural
2700961494,35128,483746,35,105,6.0,0.0882,32.3529,0.0107,1.0789,1.5625,0.0281,0.6987,0.0203,uk,urban
1591647734,41830,820679,33,113,6.8485,0.107,12.5,0.0132,1.7294,3.4545,0.0186,0.1683,0.0152,uk,rural
959125888397926400,88930,1592302,72,387,10.75,0.0757,14.0845,0.0114,2.693,27.6489,0.0147,0.4261,0.0107,uk,rural
886533577332195328,105860,1651975,72,552,15.3333,0.108,9.8592,0.0152,2.9454,4.4488,0.0124,0.5582,0.0123,uk,rural
3413132453,99923,1225008,61,466,15.2787,0.1273,10.0,0.019,2.9487,164.6905,0.0259,0.1699,0.0,uk,urban
3428517459,161402,2443165,147,2232,30.3673,0.104,3.4247,0.0244,1.9694,4.87,0.008,0.4138,0.0051,uk,rural
254681986,161503,2047429,124,1896,30.5806,0.1243,4.065,0.0171,2.5174,5.183,0.0097,0.3113,0.018,uk,rural
115087955,78510,1167999,110,657,11.9455,0.0548,14.6789,0.0078,2.0354,1.4253,0.0119,0.7609,0.0245,uk,urban
543456447,20603,322363,16,30,3.75,0.125,26.6667,0.0076,2.0533,1.9333,0.0235,0.3762,0.0108,uk,rural
1473925397695938562,44697,448679,42,76,3.619,0.0441,39.0244,0.0029,1.0182,0.75,0.0064,0.1866,0.0115,uk,urban
1487943163344035843,41673,451674,30,79,5.2667,0.0908,20.6897,0.0067,1.1,50.3333,0.0316,0.3953,0.0244,uk,rural
1303432300437401602,102638,2045898,76,387,10.1842,0.0679,20.0,0.0062,3.8735,21.6788,0.0085,0.2904,0.013,uk,rural
418156128,44588,524053,30,50,3.3333,0.0575,27.5862,0.0047,1.3125,0.8584,0.0044,0.0911,0.0115,uk,urban
1210277268167307264,30207,527700,46,298,12.9565,0.144,11.1111,0.0179,1.9556,7.25,0.02,0.6497,0.0096,uk,urban
1473412039611760647,144661,2245920,78,506,12.9744,0.0842,14.2857,0.0132,3.2236,31.9682,0.0121,0.248,0.0152,uk,urban
450024336,7256,98455,10,17,3.4,0.1889,77.7778,0.0079,0.3,0.0,0.0639,0.6389,0.0065,uk,rural
106381237,70692,906862,49,148,6.0408,0.0629,33.3333,0.0222,1.8255,0.2806,0.0211,0.9638,0.0064,uk,urban
1542598417024679937,18900,240695,22,180,16.3636,0.3896,9.5238,0.0428,1.5343,47.9524,0.0325,0.2817,0.0039,uk,rural
1434498773946875910,50,777,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1589332016,101466,1918501,63,314,9.9683,0.0804,6.4516,0.015,13.4337,36.9556,0.0279,0.4339,0.0209,uk,urban
1462185753719586819,135141,2316004,114,1288,22.5965,0.1,2.6549,0.0191,2.2103,134.8537,0.0107,0.3845,0.0115,uk,urban
1280045530639368193,56459,1068187,24,71,5.9167,0.1286,8.6957,0.02,1.6741,0.3412,0.0425,0.313,0.0218,uk,urban
1287927601772875778,25004,205839,13,23,3.5385,0.1474,25.0,0.0083,2.1333,10.6364,0.0064,0.0568,0.0043,uk,urban
1497468956520685570,112947,1277017,61,98,3.2131,0.0268,66.6667,0.0028,3.0133,15.7407,0.0017,0.0987,0.0044,uk,rural
1817129521,90855,891962,90,1267,28.1556,0.1582,8.9888,0.0361,3.0451,2.0636,0.009,0.4668,0.0018,uk,rural
179465377,13970,161976,13,18,2.7692,0.1154,41.6667,0.0048,0.3,0.0,0.0064,0.0833,0.0129,uk,rural
2890939416,38765,458026,33,127,7.697,0.1203,34.375,0.0144,2.5958,0.7403,0.0284,0.8759,0.0002,uk,urban
78820424,38800,642319,38,91,4.7895,0.0647,62.1622,0.0089,1.6667,5.0606,0.0168,0.5786,0.0068,uk,urban
1045772687640068097,22054,264726,15,33,4.4,0.1571,21.4286,0.0087,0.5727,0.05,0.0341,0.4167,0.0151,uk,rural
867263058749607936,49751,551864,37,128,6.9189,0.0961,19.4444,0.0145,3.1935,40.25,0.0174,0.3083,0.0124,uk,urban
1485971404499701763,88603,1147273,64,373,11.6562,0.0925,6.3492,0.0238,1.0682,180.6,0.0268,0.3725,0.0131,uk,urban
1189826468467167232,22649,309522,28,128,9.1429,0.1693,7.4074,0.0127,4.3902,2.629,0.0391,0.5093,0.0335,uk,urban
1423670010187235336,62,575,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
196550513,26959,414614,25,108,8.64,0.18,20.8333,0.0171,0.8095,0.8681,0.0461,0.6255,0.0001,uk,rural
756575406623522816,59577,773084,61,264,8.6557,0.0721,16.6667,0.0133,1.4564,12.5238,0.0237,0.2785,0.0096,uk,urban
1285972524770222080,16481,186907,20,61,6.1,0.1605,26.3158,0.016,2.4125,7.0417,0.0158,0.0858,0.012,uk,rural
397453197,220741,2148363,167,3275,39.2216,0.1181,5.4217,0.0231,3.6933,44.9172,0.006,0.4366,0.0085,uk,rural
1278978612054589440,95279,928731,59,140,4.7458,0.0409,24.1379,0.0045,1.0387,2.3895,0.0041,0.1987,0.0088,uk,urban
1455560461856935937,57884,670121,86,361,8.3953,0.0494,18.8235,0.0117,1.1364,1.572,0.0092,0.721,0.0035,uk,urban
498304178,20482,342711,31,207,13.3548,0.2226,10.0,0.0538,1.2083,1.8431,0.0324,0.4634,0.0218,uk,rural
1266090572240076802,201077,3883314,129,1700,26.3566,0.103,6.25,0.018,4.0773,23.9356,0.0102,0.2562,0.0241,uk,rural
1282332229625143296,57653,770675,67,194,5.791,0.0439,40.9091,0.0093,1.3429,4.2222,0.0118,0.5183,0.0165,uk,rural
1320871614347677696,1022,21945,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
2649594667,183851,1919920,96,531,11.0625,0.0582,6.3158,0.0076,5.2045,3.7473,0.0149,0.7424,0.0533,uk,urban
1035516433,9226,166967,5,14,5.6,0.7,25.0,0.0283,4.275,0.0,0.1,0.5,0.0,uk,urban
1428272771562459138,32018,395013,24,52,4.3333,0.0942,47.8261,0.0082,6.6136,241.5,0.009,0.17,0.0196,uk,urban
1653104142,41290,736913,28,79,5.6429,0.1045,14.8148,0.0081,3.1625,0.3386,0.0089,0.1788,0.0006,uk,rural
1423244853937324036,96339,1205215,60,358,11.9333,0.1011,11.8644,0.0112,2.3644,12.2246,0.0148,0.1852,0.0119,uk,rural
825269310939594752,69701,1082362,42,280,13.3333,0.1626,7.3171,0.0255,1.8504,8.0385,0.0301,0.3202,0.0031,uk,rural
1224062879340597248,86721,999740,51,228,8.9412,0.0894,14.0,0.012,3.4627,18.6442,0.0136,0.4804,0.0079,uk,urban
1510362520003006470,20188,279893,13,61,9.3846,0.391,0.0,0.0522,2.4828,9.4348,0.0338,0.1244,0.01,uk,rural
392266153,103572,1801901,73,246,6.7397,0.0468,29.1667,0.0065,2.6256,14.6806,0.0058,0.2767,0.0058,uk,urban
1734673783,54174,1091879,44,222,10.0909,0.1173,9.3023,0.0177,2.7806,81.0952,0.0333,0.5993,0.0312,uk,rural
293764444,50751,555604,58,133,4.5862,0.0402,43.8596,0.0064,1.5229,3.1641,0.0113,0.5976,0.0062,uk,rural
50344951,91008,1419445,77,532,13.8182,0.0909,7.8947,0.0261,5.9861,2.0454,0.0166,0.4678,0.0118,uk,rural
873231553,31645,461850,24,63,5.25,0.1141,26.087,0.0089,0.7947,1.7455,0.0193,0.414,0.0054,uk,urban
1384600941672861702,16948,362779,19,71,7.4737,0.2076,11.1111,0.021,0.55,0.0,0.044,0.2979,0.0175,uk,rural
38829841,170095,2586108,87,394,9.0575,0.0527,12.7907,0.0061,3.119,6.2369,0.0205,0.3849,0.0103,uk,rural
818469977753866240,57502,1154671,45,174,7.7333,0.0879,15.9091,0.0115,3.4654,2.5472,0.0252,0.5753,0.0191,uk,rural
622284854,178429,2520230,195,2855,29.2821,0.0755,6.1856,0.0129,1.4406,35.3846,0.0076,0.5507,0.0274,uk,urban
1330660476288704516,33235,297925,43,130,6.0465,0.072,21.4286,0.0099,0.9136,2.2951,0.0155,0.5338,0.0163,uk,urban
1121146995111022592,91536,1225685,49,449,18.3265,0.1909,6.25,0.0391,12.6051,9.8715,0.0206,0.459,0.0142,uk,urban
1353606727766306818,49639,323522,48,138,5.75,0.0612,17.0213,0.0105,0.7562,2.5072,0.008,0.293,0.0068,uk,urban
1392784429,72,957,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
242023778,65574,1222871,54,244,9.037,0.0853,15.0943,0.0128,1.4072,6.4692,0.0215,0.4547,0.0224,uk,urban
46888926,62303,730757,63,165,5.2381,0.0422,33.871,0.0041,3.8333,62.25,0.0133,0.5026,0.0206,uk,urban
1477353497632952336,125598,1566927,93,2323,49.957,0.2715,1.087,0.0814,3.2836,136.4027,0.0088,0.1009,0.0055,uk,urban
1164498615722790913,36676,697287,29,66,4.5517,0.0813,25.0,0.0092,1.3,0.0,0.0114,0.1997,0.0126,uk,rural
834824710215041025,2167,18476,5,7,2.8,0.35,50.0,0.0212,,0.0,0.1167,0.3333,0.0056,uk,urban
1217048223577145344,123752,1058232,76,204,5.3684,0.0358,37.3333,0.0058,4.8649,43.8333,0.0073,0.0515,0.0038,uk,urban
708168349490876416,66336,556249,95,714,15.0316,0.08,7.4468,0.0117,4.6526,3.3985,0.0091,0.7477,0.0001,uk,urban
3323379566,789,8724,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1535524860193013760,85355,1036483,39,120,6.1538,0.081,23.6842,0.0087,4.5186,28.4394,0.0197,0.3101,0.0371,uk,rural
56133494,41546,864732,31,64,4.129,0.0688,43.3333,0.0045,0.7938,0.3093,0.0181,0.3314,0.0128,uk,urban
1401098568400842753,91427,1682367,95,2132,44.8842,0.2387,4.2553,0.0453,1.3364,17.1306,0.0092,0.3158,0.0065,uk,urban
1143577821127892995,26987,311692,20,30,3.0,0.0789,47.3684,0.0061,1.8429,0.1518,0.0152,0.25,0.015,uk,urban
209172524,157399,1582241,123,368,5.9837,0.0245,27.8689,0.022,2.0881,2.5402,0.0028,0.057,0.0038,uk,urban
1169168577372590080,18365,293459,15,23,3.0667,0.1095,42.8571,0.0116,,0.0,0.0062,0.0714,0.0121,uk,urban
1301149711328571392,96420,1282284,48,109,4.5417,0.0483,40.4255,0.0033,17.2605,12.9553,0.0087,0.3067,0.0117,uk,rural
1865392826,146348,507053,112,574,10.25,0.0462,20.7207,0.0092,5.9023,1307.3333,0.0104,0.3133,0.0024,uk,urban
1338954196339585026,125710,1384507,75,492,13.12,0.0886,13.5135,0.0104,3.7782,103.9506,0.0231,0.5947,0.0801,uk,urban
3079210743,44648,463741,60,205,6.8333,0.0579,22.0339,0.0181,0.5684,0.0,0.0132,0.2556,0.0188,uk,urban
1329170836364910594,73935,1029146,86,1444,33.5814,0.1975,3.5294,0.0352,0.9331,76.5625,0.0064,0.1905,0.0039,uk,urban
1503551468510535683,71437,786517,49,168,6.8571,0.0714,16.6667,0.011,1.8237,0.6998,0.0117,0.0846,0.0119,uk,rural
757158823,79405,1140127,81,194,4.7901,0.0299,50.0,0.0051,2.2787,2.2629,0.0074,0.3076,0.014,uk,rural
1520507466152394752,110569,2160736,78,969,24.8462,0.1613,9.0909,0.0307,1.8839,7.3633,0.0147,0.2802,0.0017,uk,rural
1288097454450147328,55262,656740,38,220,11.5789,0.1565,5.4054,0.0234,2.0102,14.6349,0.0366,0.2038,0.0169,uk,urban
1032314543261863937,111111,2121723,92,435,9.4565,0.052,18.6813,0.0081,1.2677,10.2877,0.0097,0.6118,0.0194,uk,rural
1519045727233658881,47919,887888,50,155,6.2,0.0633,16.3265,0.0093,3.0875,122.5,0.0206,0.4145,0.0313,uk,rural
287820043,91785,1717520,57,104,3.6491,0.0326,46.4286,0.0041,1.8586,2.9343,0.0031,0.1752,0.0045,uk,rural
1510204593044606979,99098,1129880,92,2677,58.1957,0.3198,4.3956,0.0433,1.9815,40.2184,0.0082,0.0841,0.0148,uk,rural
1398097556199165953,14477,224459,11,18,3.2727,0.1636,80.0,0.0025,2.9667,13.8333,0.0525,0.5778,0.0072,uk,urban
218091740,206565,3661962,128,417,6.5156,0.0257,37.7953,0.0041,1.6662,14.7361,0.0098,0.4095,0.0143,uk,urban
1278714907438067712,68062,961920,82,632,15.4146,0.0952,16.0494,0.0201,1.5473,23.7864,0.0122,0.5741,0.013,uk,urban
2745124053,60814,1174244,55,344,12.5091,0.1158,3.7037,0.0158,1.7798,5.5,0.0163,0.5448,0.0131,uk,rural
1486688363667197952,30,282,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
941003216711503872,24345,336879,25,208,16.64,0.3467,4.1667,0.0388,3.8975,193.875,0.0303,0.1775,0.0035,uk,rural
378779189,61918,1061150,31,125,8.0645,0.1344,26.6667,0.0101,17.2159,3.4282,0.0191,0.4859,0.0038,uk,urban
881525726863921152,24801,488849,14,37,5.2857,0.2033,15.3846,0.0177,0.5,0.0,0.0769,0.4776,0.036,uk,rural
1058378728835870722,91593,1352658,73,313,8.5753,0.0596,23.6111,0.0108,1.7984,16.9844,0.0165,0.6451,0.0174,uk,urban
30919265,93788,1231827,62,206,6.6452,0.0545,14.7541,0.0062,2.7483,3.5937,0.0214,0.7137,0.0294,uk,urban
2456982946,56538,863539,55,160,5.8182,0.0539,24.0741,0.0083,2.2045,27.5294,0.0079,0.3036,0.0139,uk,rural
1424466811718934533,15176,89086,12,16,2.6667,0.1212,63.6364,0.0113,1.3,1.8889,0.0152,0.1818,0.0156,uk,rural
389055549,104861,1590250,87,728,16.7356,0.0973,16.2791,0.0136,3.1625,7.6068,0.0118,0.6719,0.0225,uk,rural
1436357629,45523,706675,40,163,8.15,0.1045,23.0769,0.0086,2.9086,1.1992,0.021,0.4788,0.0182,uk,urban
1344217863561867264,83312,995987,53,219,8.2642,0.0795,5.7692,0.0092,11.9953,2.3265,0.0258,0.4433,0.0348,uk,rural
1100003403122511872,104301,1690942,129,1299,20.1395,0.0787,3.9062,0.0128,2.0,9.7487,0.0105,0.5923,0.0229,uk,rural
4892145742,178142,1547113,135,3631,53.7926,0.2007,1.4925,0.0461,3.0336,1897.4211,0.007,0.2342,0.0028,uk,urban
217755582,72652,1064689,44,133,6.0455,0.0703,25.5814,0.0104,2.6167,1.4072,0.0091,0.2383,0.0076,uk,rural
1379890855088156672,119814,1183238,90,567,12.6,0.0708,32.5843,0.0109,4.0032,192.0444,0.0047,0.2911,0.0057,uk,urban
555921263,125896,1620849,120,851,14.1833,0.0596,10.084,0.0105,2.5907,1.5858,0.0068,0.7,0.0034,uk,rural
1391177925546893313,8896,172661,5,8,3.2,0.4,0.0,0.0193,0.55,0.8333,0.0333,0.1667,0.0042,uk,urban
1056703009428783105,26086,396612,21,57,5.4286,0.1357,35.0,0.0137,3.0091,35.7778,0.0241,0.1908,0.0136,uk,rural
86196492,163995,2753640,100,1147,22.94,0.1159,6.0606,0.0186,2.568,5.5928,0.0115,0.6185,0.0182,uk,rural
129884941,44539,701898,27,72,5.3333,0.1026,38.4615,0.008,3.9684,4.7338,0.015,0.3305,0.009,uk,rural
345845957,86400,1264652,42,174,8.2857,0.101,19.5122,0.0068,12.1975,1.9248,0.017,0.6131,0.009,uk,urban
252276272,602,7731,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1477562629765881856,34010,361310,36,95,5.2778,0.0754,17.1429,0.0163,1.2125,11.9333,0.0259,0.532,0.0235,uk,rural
